,mod,wt
102017,88,1980
102018,2,1
102019,2,1
89299,0,156
89298,2,17
89291,2,8
218666,2,1
92613,2,7
89411,0,50
103651,1,1
103650,3,204
103653,2,68
103652,2,146
103655,0,21
103654,1,5
103657,0,74
103656,0,21
103659,51,305
103658,2,189
85250,3,316
91055,87,768
89413,2,1629
91056,2,13
91057,1,2
145668,0,803
145669,1,83
101658,0,1959
101653,3,2062
101652,0,2063
101651,0,415
101650,0,1
101657,0,11
101656,0,804
101655,2,1
101654,0,12
109102,1,5
109101,1,1
109100,1,1
89414,0,3
92033,3,522
92032,0,5
92031,3,1233
92030,2,7
92037,0,2064
92036,8,1520
100308,2,30
100309,2,9
100306,1,3
100307,2,7
100304,0,52
100305,2,40
100302,2,1633
100300,2,34
100301,0,52
102233,0,3
98591,0,69
86908,2,2
97350,1,3
91209,2,13
2680437,2,30
2680438,2,1
2680439,1,83
97358,0,22
92610,0,105
98185,1,2
85767,2,13
85765,2,646
85764,104,2065
85763,2,2066
85762,2,7
87691,0,2067
87690,3,2
87693,1,83
87692,2,44
89955,2,97
2758568,1,2
89957,0,13
89950,0,3
89951,3,854
89952,2,91
92184,3,2068
89953,0,3
85632,2,1
86129,2,626
86124,2,13
86125,2,9
86126,3,934
86123,42,728
219510,0,1
97352,3,28
86519,2,646
97322,0,13
86860,2,13
89644,3,522
91149,1,1
89097,0,52
89096,0,2069
89091,2,7
89093,0,36
89099,2,8
86451,2,2070
96259,0,13
96258,2,9
96253,3,28
96252,3,41
96251,0,22
96250,0,105
96257,3,28
96256,2,1
96255,3,2
96254,0,50
86452,2,2071
89323,2,8
89322,15,138
89321,0,313
89327,2,61
89326,80,991
89325,2,154
89324,0,315
89329,0,22
89328,2,2072
103516,0,13
103517,2,68
103514,0,346
103515,0,346
103512,0,12
103513,0,12
103510,0,10
103511,2,1
97762,0,12
103518,2,68
97763,0,12
94099,2,42
94098,2,2073
88164,0,22
90969,3,89
90968,2,234
90967,2,44
90966,43,1442
90965,0,36
88165,0,12
90963,2,9
90962,2,13
90961,0,3
90960,15,1
86863,2,336
2445445,2,2
88287,0,50
99348,1,1
92509,2,151
118251,1,5
118253,0,1
118252,2,30
118255,1,5
110937,1,2
118257,1,59
118256,2,189
118259,1,5
118258,0,30
88286,2,7
1096161,50,498
97610,0,35
92503,2,2074
97612,35,2075
97614,0,12
97615,0,30
97616,0,36
92502,77,1646
97618,0,36
88285,95,2076
90343,2,13
90342,3,1467
90341,0,22
90340,1,2077
90347,2,2078
90345,2,2050
90344,2,2079
92507,2,90
90349,2,13
92506,2,2080
92505,0,48
88284,0,3
92504,2,1886
89483,0,12
98850,0,69
94482,2,9
98333,2,154
145655,2,1
89486,2,9
89487,2,51
88282,0,1
89489,2,9
88281,2,139
2009288,3,397
88280,0,2081
99392,0,724
97242,1,2
92992,2,475
100841,3,796
106821,1,1
106820,2,9
106822,1,2
106825,1,5
106827,2,68
106826,31,1
106829,1,2082
106828,1,5
91768,36,1186
91769,2,44
93728,2,240
93729,3,7
93720,13,7
93721,2,475
93722,2,6
93723,2,2
93724,2,1
93725,2,1128
93726,3,28
111397,1,5
111399,1,30
111398,1,30
1100531,1,7
99780,0,105
85361,21,1279
91336,4,535
92239,2,224
92238,2,151
2679834,2,1
2679835,2,1
92235,13,2083
92234,0,12
92237,2,151
92236,58,2084
92231,2,13
92230,2,7
92233,3,2085
92232,2,13
93188,0,50
93184,2,44
93185,2,364
93186,2,13
93187,2,1
93180,2,13
93181,24,860
93182,2,1103
98758,0,36
98759,2,13
98750,2,7
98751,0,7
98752,0,69
98753,0,22
98754,3,89
98755,1,1
98757,0,3
110440,1,5
110441,2,1
110442,1,1
110443,31,1
104539,1,2
104538,2,67
104531,0,21
104530,3,2
104533,0,5
104532,1,5
104535,1,1
104534,1,2
104537,0,21
104536,2,36
97248,54,1081
99809,82,1340
99808,0,1
99803,1,12
99802,10,1434
99801,0,12
99800,2,259
99807,1,12
99806,2,2
99805,7,5
99804,0,13
105662,1,2
105663,2,1
105660,1,1
105661,1,2
96714,3,35
105668,0,21
105669,0,1
106001,29,255
106000,1,5
106007,1,5
106009,2,30
106008,1,5
98899,0,9
98337,1,3
98184,2,2086
98898,2,115
92721,0,1
98187,1,3
90238,2,30
96427,1,2
96420,0,3
96421,0,22
107750,1,2
107751,0,10
107752,1,2
107753,1,2
107754,1,2
107755,1,5
107756,1,5
107757,1,2
107758,1,2
2812210,1,2
91559,0,12
98180,2,76
109808,2,30
109809,1,5
109806,2,2
109807,0,21
109805,1,5
96962,2,13
96964,2,147
85208,2,668
112774,1,5
112775,1,2
112776,2,1
112777,0,1
112770,2,1
112771,1,2
112772,2,2
112773,1,2
91140,3,1530
1115307,0,36
112778,2,1
112779,1,5
88432,3,2011
88433,2,2087
88436,2,189
100401,1,3
100400,7,598
100403,1,1
100402,0,3
100405,0,69
100404,2,13
100407,2,0
100406,1,2
100409,0,1
100408,0,1
108170,1,5
94370,0,3
94371,0,3
86009,41,2088
86008,2,234
86000,2,1041
94375,0,2089
100844,2,44
91249,2,42
98421,123,1732
85209,2,841
95442,0,3
98426,1,3
98896,2,9
98427,1,2
85462,0,3
98189,0,3
101758,2,9
101759,0,12
101756,0,1
101757,2,7
101754,2,7
101755,0,10
101752,2,13
101753,0,1
101750,0,1
101751,0,9
85463,3,2090
110659,0,1
110658,2,1
110655,2,1
99339,0,116
110654,1,5
110657,1,5
104021,1,3
110650,0,21
110653,2,1
104027,3,2
104026,2,9
101057,0,116
101056,2,13
88779,2,50
93368,2,151
97862,1,2
623843,0,1
93471,2,1654
88778,2,9
89415,2,2091
89416,2,440
94448,0,22
100846,3,360
94449,2,9
96564,0,50
85586,2,170
91595,0,105
92076,1,3
91596,2,162
88633,2,2092
94440,1,2
91593,2,13
94441,0,35
91592,2,2093
94442,2,130
94444,1,7
94445,15,1284
94446,2,13
96225,0,12
94447,10,1434
108816,2,1
108817,1,3
108814,2,1
108815,0,52
108812,0,36
108813,1,5
108810,1,5
108811,1,2
108818,2,30
108819,0,1
87154,2,2094
87155,0,22
87152,2,237
87153,0,3
87151,2,440
118471,2,1
118470,2,1
118473,1,2
118472,0,2095
118475,2,68
118474,1,83
118477,2,1
118476,1,5
118479,1,5
118478,1,2
95079,4,524
145671,2,1
145670,1,83
145673,2,30
145672,1,5
145677,2,1
145676,1,2
110600,1,5
110601,2,1
91207,2,660
95932,2,13
95937,1,1
85475,0,3
95935,0,3
95934,0,3
85473,2,128
85472,2,44
88773,109,2096
88771,2,2097
88770,3,170
88777,0,215
105844,1,2
97683,1,3
97795,2,13
97794,2,25
97797,2,9
97796,1,2
97791,2,350
97790,2,2098
97793,0,12
97792,0,12
97799,0,3
97798,0,50
99552,2,567
105848,1,2
99555,0,501
105849,0,30
99554,2,1
99557,0,2099
99556,3,5
96771,0,1107
96772,2,668
96773,2,475
96774,1,30
96775,3,352
96776,2,44
96777,2,44
96778,2,25
96779,2,1
97423,1,2
97422,2,475
97421,0,12
97420,0,22
97427,1,2
97426,0,36
97425,0,36
97424,3,41
97429,0,12
97428,2,25
94688,0,50
94689,2,781
102269,0,10
102268,2,22
102263,2,30
102262,0,2100
102261,2,9
102260,0,82
102267,2,1
102266,0,35
102265,2,1
102264,2,1
96334,0,50
95429,2,382
89645,0,3
95483,2,1
95482,2,1478
95481,2,13
95480,2,439
95487,0,1116
95485,0,3
95484,2,7
95489,0,3
95488,0,22
99689,0,1
99688,0,12
99685,2,1
99687,2,1
99686,2,1
99681,0,135
99680,2,1
99683,2,76
99682,0,3
95159,0,52
95150,2,1
93325,2,63
112572,1,5
112573,1,2
112570,1,2
112571,2,1
112576,0,21
112577,2,7
112574,2,1
112575,0,1
112578,2,1
112579,1,83
89642,0,1
96477,3,519
111218,2,30
111219,2,1
111212,0,1
111213,0,12
111210,28,250
111211,1,1
111216,0,3
111217,1,2
111214,1,2
111215,1,1
92688,1,1
92689,2,153
107343,1,5
107342,1,5
107341,1,2
107340,1,2
107344,1,1
98629,0,1
94676,3,519
97481,1,2
91487,3,387
91486,2,9
91485,8,1520
91484,2,66
91483,0,22
91482,2,141
91481,0,48
91480,3,62
91489,0,3
91488,0,3
93326,3,2101
2795279,0,1
2795278,1,83
89319,0,48
92028,2,129
92029,46,450
95319,0,12
92024,2,626
92027,0,12
92020,2,439
92021,2,51
94830,2,260
85201,2,335
92022,2,7
95312,2,76
95311,2,9
95315,2,1
96741,2,44
98659,2,1
98658,0,33
98655,0,12
98654,2,189
98657,0,50
98656,0,12
98651,2,475
96743,0,50
98652,0,12
96742,0,22
96745,1,3
94835,0,3
96744,3,2
96747,3,356
96746,1,1
94834,2,588
97297,2,1108
104706,2,44
104704,2,1
104705,2,7
104702,2,259
104703,1,2
104700,0,1
104701,0,21
101958,0,3
101959,2,13
104708,0,35
104709,1,2
105253,2,30
105252,2,1
105251,1,2
105250,2,68
105257,1,2
105256,1,2
105255,1,2
105254,1,2
105259,2,1
105258,1,2
88376,2,7
88371,3,678
84683,2,131
91552,3,1459
86417,2,380
86411,0,3
106630,1,5
106631,2,68
106632,2,68
106633,3,1
106634,1,2
106635,2,68
106636,0,68
106639,2,7
90769,2,19
102701,2,7
102702,1,2
102703,2,1
102704,2,1551
102705,1,2
102706,7,1
102707,0,2
102708,0,36
102709,0,3
1087948,1,2
1087949,0,1
89622,2,1227
89623,0,12
89620,0,12
89621,2,292
89626,0,12
89624,0,12
89628,52,2102
90768,8,2103
86419,2,2104
90674,3,162
94977,2,7
91183,0,233
149649,2,14
90607,15,277
89190,0,3
89191,80,991
89192,2,542
89196,2,17
89197,2,7
94971,3,2
94972,0,5
109619,1,1
109618,1,5
109617,1,2
109616,2,68
109615,0,12
109614,1,59
109613,2,68
109612,1,5
109611,1,5
109610,1,59
85545,0,492
93288,0,360
96995,23,275
103945,2,68
103944,1,1
103947,2,9
103946,2,1
103941,2,14
103940,0,5
103943,1,1
103942,0,82
103949,0,10
103948,0,2
96993,0,2
90763,2,7
86218,2,2105
86219,2,2106
86216,2,432
86214,3,2
86215,0,1
86212,2,2107
86213,0,50
86210,0,52
1854808,1,5
93323,1,2
94978,0,3
90762,1,1
86367,2,7
96968,0,22
86365,2,7
623142,2,68
623143,1,2
86369,3,1810
623144,1,2
623145,1,2
90531,2,204
90532,2,205
90533,0,1
90534,2,215
90535,8,1263
90536,2,19
90537,2,2
89250,2,13
90764,0,12
101549,0,22
101548,1,2
101547,0,52
101546,0,52
101545,0,12
101544,0,12
101543,2,44
101542,0,1
101541,0,82
101540,0,21
85206,2,234
99673,0,22
95817,2,234
96065,3,567
94677,0,2
2496261,1,1
94674,2,2
94673,2,362
2769438,1,2
2769439,2,1
94672,2,90
111059,1,2
111050,1,2
111051,1,2
111052,31,1
111053,2,1
111054,2,1
111055,0,21
111056,0,1
111057,1,83
93585,2,13
1759,1,2108
1758,1,2
1757,1,2
1755,1,83
1754,1,2
1753,2,1
1752,1,5
1751,1,1
90744,2,7
92418,2,7
90743,0,1907
90742,0,12
90741,0,12
94949,3,1
94945,0,50
94947,0,3
94941,0,3
94940,0,12
94943,0,1
2421178,2,516
110017,2,0
110016,2,1
110015,1,5
110019,2,30
110018,0,52
96152,2,44
96091,2,7
118387,1,5
96093,0,35
96092,3,2109
96095,2,488
96094,1,2
118385,1,5
118384,1,5
118129,1,59
118128,0,52
118127,2,0
118126,2,1
118380,1,2
95307,2,1620
104948,1,2
104949,3,2
624280,1,2
104944,2,1
104945,2,44
104946,1,2110
96635,0,22
96634,2,90
96637,2,52
104947,2,9
96631,0,3
104940,1,30
96639,0,48
96638,2,50
105011,2,30
105010,2,1
105013,2,30
105012,1,5
105015,0,2
105014,1,5
105017,0,10
105016,0,10
105019,0,21
105018,1,1
88047,62,2
107528,1,5
97112,2,159
97011,0,13
149287,1,2
97016,3,2
88831,2,13
98857,2,50
98856,1,3
98855,0,21
97110,2,427
98853,7,5
98851,2,1
98859,1,3
97017,2,14
91065,0,3
94168,3,1072
90673,2,141
90672,0,1
90671,2,228
90670,2,1247
90677,0,984
90676,109,1372
102540,2,350
110509,1,1
108728,0,21
108729,1,2
110508,1,5
108726,1,5
108727,1,1
108720,1,2
108721,1,3
108722,0,30
108723,2,2
104870,1,1
104871,0,5
96118,3,3
86564,2,9
95301,1,2
96061,0,48
102099,0,1
102090,1,1
102091,0,3
102092,0,1
102094,0,12
102095,0,22
102096,0,13
102097,0,11
110505,1,5
106730,1,2
106739,1,59
91078,2,260
110506,1,5
99726,0,116
99727,0,35
99724,2,2
99725,1,3
99720,1,2
99721,0,3
798510,1,2
798511,2,1
798512,1,5
109455,1,1
109454,2,1
109456,2,1
109451,26,248
109450,1,5
109453,2,1
109452,0,52
799969,2,1
87980,0,12
96119,1,2
97753,2,2111
98001,0,1
109187,1,5
109186,1,2
109185,2,631
109184,1,5
109183,2,68
109182,31,1
109181,1,2
109189,0,1
105833,0,12
105832,1,3
105831,2,1
105830,1,5
105837,2,44
105836,2,44
105835,2,44
105834,1,2
105839,1,5
105838,1,2
92529,2,150
92528,2,30
107069,1,2112
107066,1,2
107067,2,30
107064,1,5
107065,2,1
107063,1,1
107060,2,1
145918,1,5
145919,1,5
89366,2,787
87427,1,1
145911,1,5
145912,1,83
145915,2,1
145916,1,2
145917,1,1
87985,1,1
92939,2,53
85616,71,1
110975,1,2
110976,1,83
110977,1,1
110970,1,5
1088050,2,3
110973,1,83
94427,2,2113
110978,1,1
110979,1,83
96128,1,2
616357,1,2
99658,1,2
92735,0,50
93927,0,3
93924,3,3
93698,2,61
93699,2,13
99653,2,866
93694,2,57
93695,2,200
93696,2,2
93697,2,51
93690,0,233
93691,2,13
93692,1,1
93693,2,40
98448,1,3
98449,2,7
98445,0,724
98446,0,2114
93921,3,1410
98440,2,44
98441,1,2
98442,23,275
98443,0,47
100928,1,5
100929,1,5
100923,1,1
100926,1,1
100927,2,30
100924,0,131
100925,2,44
101037,0,2115
101036,0,12
101035,0,12
101034,0,21
101033,2,475
101032,1,5
101031,1,2
101030,2,1
101039,2,7
101038,2,529
104009,1,30
104008,0,21
93348,2,9
93349,2,205
104001,0,1
104000,2,13
104003,3,352
104005,2,14
104004,3,226
104007,0,10
104006,1,2
85451,0,1
85450,0,1
85453,1,3
85452,0,1
85455,2,7
85454,2,3
85459,2,57
85458,2,9
87349,0,2116
87348,0,3
85184,4,418
97203,0,47
97201,2,25
105356,1,5
105357,1,2
105354,2,7
105355,1,2
105352,0,10
105353,0,10
105350,0,229
105351,2,76
105358,0,1
105359,1,2
98639,3,204
2463522,2,511
98637,2,7
98636,2,1
98635,0,33
98634,2,7
98633,0,10
98631,0,3
86438,15,1284
86437,2,372
86435,2,204
86432,2,188
86433,2,106
86430,2,739
86431,2,188
107084,1,2
94325,1,2
108441,7,2117
108440,1,1
107085,1,2
94324,2,382
94422,0,3
96711,2,1108
89019,0,52
89016,2,51
94001,3,2118
88942,0,1
88944,2,379
88945,3,396
88946,2,1418
94002,2,22
103598,2,7
103599,2,68
103596,0,74
103597,1,2
103594,0,21
103595,2,74
103592,0,21
103590,0,74
103591,1,2
94423,2,588
88077,2,7
97122,0,9
97123,0,22
97126,0,723
97124,0,62
97125,2,29
97128,2,13
91900,0,2119
88565,0,13
91904,0,12
88562,0,217
88052,2,44
88053,2,44
88054,2,63
88055,0,22
100029,0,2120
100027,0,131
100026,0,501
100025,0,1
100024,1,3
100023,1,5
100022,1,12
100021,2,13
100020,0,52
94428,2,9
94420,0,10
88560,2,2121
93974,90,2122
98740,2,1
90479,2,13
90478,2,13
107089,1,5
100041,3,2123
100040,0,52
100043,0,2124
932061,1,5
145865,2,1
112921,1,1
112920,1,1
112923,1,1
112922,1,2
112925,1,2
112924,1,5
112927,1,1
112926,0,1
112929,0,36
112928,1,2
145861,2,2
145863,2,2125
90620,2,44
94421,0,1
98917,2,30
98914,1,1
94578,0,3
94579,3,2
96110,3,743
94570,0,3
94571,0,22
94572,3,2
94573,1,7
94574,2,40
94576,0,12
94577,2,3
98096,2,13
91045,2,1782
97900,0,35
97901,2,113
97902,2,427
88688,2,2126
97904,2,1
97905,2,259
97906,2,7
2781925,2,1
97908,2,441
94120,0,47
98099,0,3
96676,3,284
86555,2,2127
88440,0,1
86554,0,3
88686,2,187
1434110,0,12
2620927,1,5
95228,2,391
86557,1,1
95223,0,12
95222,0,12
95221,0,1107
95220,0,15
95227,2,7
95226,2,156
95225,1,3
95224,1,2
98584,2,76
107522,1,5
98586,2,76
96245,3,628
110190,2,68
110191,1,2
96240,0,13
90451,3,92
104244,0,21
104243,1,2
104242,2,189
104241,2,30
104240,2,9
2511939,36,1186
95751,2,2128
90454,0,116
86552,64,698
2516349,0,12
91587,0,48
94128,2,53
110220,31,1
110221,2,1
110222,0,35
110223,1,2
110224,1,5
110225,1,5
110226,1,5
110227,1,1
110228,1,5
110229,0,12
96731,2,668
106083,1,1
106082,2,30
106081,2,68
106080,2,1
106087,1,5
106086,2,68
102978,0,1
88947,1,2
102973,2,68
102972,0,12
102971,2,260
102977,0,21
102976,2,1
102975,2,13
102974,2,68
94836,0,3
105194,1,2
105195,0,12
105196,3,68
105197,1,2
105190,0,74
105191,2,67
105192,2,1
105193,0,12
105198,2,30
98688,0,12
93816,2,44
93817,1,3
93814,2,90
93815,0,36
93812,0,35
93813,2,919
93818,2,90
91580,0,1
85464,2,102
91581,0,12
102359,2,7
102358,2,7
102357,2,13
102356,0,21
102355,0,10
102354,2,1
102353,1,1
102352,2,1024
102351,2,1
102350,2,240
2359388,2,13
98684,0,22
98685,0,1107
112262,1,5
112263,1,1
112260,1,5
112261,2,68
112266,2,1
112267,0,1
112264,2,1
112265,1,1
112268,1,5
112269,1,2
95918,2,25
89368,0,2129
107447,1,1
93500,2,7
2758569,2,1
93501,2,153
104763,0,455
93502,1,1
112486,1,5
112487,1,2
112484,1,5
112485,1,2
112482,1,5
112483,1,2
112480,0,131
112481,1,5
93504,2,9
112488,1,2
112489,1,2
93506,1,5
104768,1,1
93507,3,285
104769,1,83
93508,2,13
89331,0,22
94515,1,2
90625,2,432
94648,1,3
103759,2,259
106508,0,12
106509,1,1
106506,2,67
106507,1,5
106505,1,2
106502,2,1
106503,1,5
106501,2,9
111908,0,12
111909,0,52
111901,0,1
145709,2,1
145708,1,2
97099,79,1432
95812,2,1015
105977,1,2
105972,1,5
105973,0,10
105970,2,44
105971,2,664
109222,1,1
109223,1,5
109220,1,2
109221,1,2
109226,1,1
109224,1,5
109225,1,2
106436,0,21
106437,1,2
106434,2,68
106435,2,68
94089,1,2
106432,2,68
95814,0,1
106433,1,2
1334585,1,5
106430,2,68
106431,1,59
93391,2,76
95815,3,41
94080,2,57
100229,1,2
100228,0,3
94081,2,50
100225,0,35
100224,1,2
100227,2,13
100226,0,35
100221,0,13
100220,0,3
100223,0,206
100222,0,10
94083,0,5
94084,1,2
94085,0,2130
94086,2,7
90979,2,3
85398,2,162
85267,0,3
90971,2,2131
93390,0,2132
90977,0,9
97091,0,52
85130,2,441
94646,0,12
85131,1,12
94647,0,12
85213,1,1
85210,2,1041
1087658,1,5
1087659,0,52
88347,2,1360
87809,4,270
94510,10,1434
99004,0,3
94077,3,2
97198,2,1021
803268,1,5
99330,1,3
99333,0,10
99332,0,12
99335,2,414
97374,1,3
99337,0,22
85345,2,3
89932,0,12
89933,3,170
89930,2,13
89931,2,2133
89937,2,196
108898,1,2
108899,2,68
108896,2,13
108897,0,52
108894,1,83
108895,2,68
108892,2,1148
108893,1,83
108890,2,68
108891,2,1448
98811,0,12
86609,2,1037
86603,0,3
86605,3,2134
86607,3,729
86606,3,1534
86867,0,1
86866,3,1467
1245809,0,1
92501,2,3
85340,2,2135
86989,2,57
92500,1,1
96442,0,3
96443,2,13
96440,2,2
89209,2,25
96444,2,20
89204,2,7
89205,2,25
89206,2,2136
89207,2,1112
89200,0,7
89202,2,127
103255,2,13
103254,1,2
103257,1,2
103256,0,21
103251,0,21
103250,2,68
103253,0,35
103252,0,35
103259,1,2
103258,0,12
94358,0,35
90848,2,13
90849,2,475
90840,3,2137
90841,36,1186
90842,2,187
90843,2,2138
90844,2,196
98536,1,1
95661,2,14
118358,2,2
118359,1,2
118354,1,83
118355,31,1
118356,1,2
118357,1,2
118351,1,2
118352,1,83
118353,1,5
97719,0,3
97718,3,2139
97715,0,9
97717,3,303
97716,0,1
97711,0,1791
97710,2,7
97713,1,3
99579,3,657
99576,0,135
99575,2,475
99573,2,1
99572,3,1
99571,2,1
99570,0,9
95409,3,232
95403,2,105
95402,0,105
95401,0,105
95400,2,150
95407,0,52
95406,2,318
95405,2,13
95404,0,105
92868,3,1
92869,0,22
99488,2,1
94070,2,14
90355,3,232
92648,2,57
99485,0,33
92649,0,233
90158,0,3
90159,63,2140
86868,0,36
90153,2,276
90150,3,2141
104474,3,296
90156,0,22
90154,2,13
90155,0,22
99481,1,1
90230,8,13
96520,0,36
95757,0,50
96526,3,339
104471,0,1
86556,2,147
94438,2,16
91409,2,336
91408,2,13
91407,0,116
91406,1,5
91405,3,2022
91404,2,391
91403,3,89
91401,0,12
87359,3,464
89521,0,36
98428,2,857
2959739,2,30
111292,2,30
111293,2,1
111290,1,1
111291,2,21
111296,2,1
111297,1,1
111294,1,83
111295,1,5
111298,2,0
111299,1,1
98429,2,13
212970,2,1
88511,0,233
95388,2,475
92176,2,465
92177,2,2135
92174,0,12
92172,2,104
92173,0,233
92170,0,3
92171,0,233
111436,2,2142
111437,0,1
111434,1,5
111435,2,1
111432,2,30
111433,1,5
111430,1,5
111431,1,1
111438,0,1
111439,0,36
107921,1,2
107920,2,13
110522,0,1859
110521,1,5
110520,2,1
110527,2,1
110526,2,1
110525,1,5
110524,0,1
110529,2,1
110528,2,631
1087973,2,9
98423,3,7
92062,2,2143
95729,0,3
95229,1,3
145680,1,1
99968,0,3
92064,0,105
96124,0,3
96127,1,1
96126,0,3
96121,1,1
145681,1,1
96123,0,35
102603,1,3
97272,2,9
96129,1,2
105785,2,7
105784,1,12
105787,30,2144
105781,1,422
105783,2,21
105789,1,2
106328,2,1
106329,1,2
106326,2,2145
106322,2,30
106323,0,10
106321,0,36
102838,1,2
102839,1,3
102836,1,3
102837,1,5
102834,2,44
102835,0,12
102832,0,10
102833,0,3
102830,2,7
102831,1,2
104788,1,2
104789,1,1
104784,1,5
104785,1,2
104782,1,2
104781,2,68
112389,1,5
112388,1,2
105439,1,5
105438,3,2
105437,2,1
105436,1,2
105435,0,12
105434,1,1
105433,0,10
112384,1,83
105431,2,68
105430,2,1
102780,0,3
102781,0,35
102782,2,7
102783,0,12
102784,1,3
102785,2,13
102786,3,352
102787,2,13
95723,2,3
145686,1,5
99036,0,22
99037,2,13
99034,2,2
99035,0,3
99032,0,36
99030,2,1
99031,0,12
99038,2,1
99039,0,3
107499,1,5
107498,1,5
107496,1,5
107495,1,5
107494,1,5
107492,2,68
107491,2,30
107490,2,30
90757,2,53
109929,0,3
109928,1,2
109925,1,2
109924,1,3
109927,1,59
109926,1,5
109921,1,5
109923,1,1
109922,1,2
98500,0,3
107148,1,2
107140,2,2146
107145,0,12
107144,2,102
107147,1,5
107146,0,2147
112033,96,1
112032,0,2148
112031,1,5
112030,1,5
112037,1,5
112036,1,1
112035,2,1
112034,2,1
112039,0,1
112038,1,9
137748,1,5
137749,1,2
84992,1,5
108348,1,5
108349,1,2
108342,1,5
108340,1,1
108341,1,5
108346,2,68
108347,2,2
108344,2,30
108345,1,2
103493,0,35
103492,0,1
109695,1,2
103490,1,5
103497,0,82
109692,1,1
103495,0,1
109690,1,5
109699,1,2
109698,1,2
86561,64,2149
98506,0,12
94015,3,2
94014,2,13
87879,3,678
87874,2,235
87877,3,933
87876,2,2150
87871,2,51
87870,0,36
86838,2,7
86833,2,2151
86830,2,9
86831,2,80
86834,0,13
93031,2,739
86279,2,1541
89426,2,1536
87786,0,1
93167,2,13
104226,0,35
89658,0,499
89653,2,90
89652,2,187
1410732,2,1
89651,0,3
87894,0,687
89655,105,1321
89654,2,391
87892,2,206
87891,2,1
1639693,2,50
122254,1,30
122255,1,2
122256,2,1
122257,2,0
122251,1,2
122252,1,5
122253,2,1
94509,2,19
122258,1,2
122259,2,1
94508,1,5
87052,2,265
87051,2,2152
87056,2,484
87055,2,3
87054,0,12
87059,1,5
91754,0,3
91751,0,12
94844,0,22
91750,1,2153
99473,2,13
99470,1,5
110721,0,2154
110720,2,30
110722,0,2155
110729,1,5
2620923,1,5
85510,104,2065
85511,2,44
1991670,1,2
85512,2,2156
110099,1,5
110098,1,5
110093,1,2
110092,2,0
110091,1,2
110090,1,5
110097,1,5
110096,1,83
110095,1,5
110094,1,2
85516,2,3
85517,0,3
99988,1,1
94258,2,7
86562,2,13
99478,3,360
97508,3,743
97509,45,1346
97504,2,516
97505,0,12
97506,0,12
97507,0,12
97501,1,3
97502,2,206
97503,2,1
118093,1,5
118092,2,14
118091,2,1
118090,2,1
118097,1,5
118096,1,5
118095,1,5
118094,0,21
118099,1,59
118098,1,5
111739,1,5
94471,2,1
89852,0,867
111738,1,5
1882096,1,2
86855,116,2157
99438,0,22
93503,2,2158
145221,1,5
95618,0,1121
95619,0,1121
95612,0,3
95613,0,156
95610,3,407
95611,0,50
95616,2,30
95617,0,1
95614,0,12
112631,1,83
112630,1,59
112633,1,5
112632,1,1
112635,1,5
112634,1,1
112637,1,2
112636,0,1
112639,2,1
112638,1,5
93505,2,40
99435,2,7
89855,2,129
94615,3,7
99985,1,5
87536,2,1640
87531,2,2159
87533,2,2160
93509,0,1
106959,2,1
106958,0,1
106957,1,59
106951,1,1
106950,1,1
106953,2,67
106952,1,5
98154,0,691
98155,2,7
93616,2,128
93617,2,102
93610,2,238
93611,2,13
93612,2,1
93613,2,919
97197,0,2161
98159,0,3
92693,2,1756
111734,1,2
104081,3,62
104080,2,1
104083,0,21
104082,2,13
104084,0,21
104087,2,1
104086,0,1
104089,0,21
104088,0,1
86548,2,2162
97194,3,567
92221,2,9
104625,2,0
104624,1,3
104627,1,2
104626,2,13
104621,0,21
104620,2,68
104623,1,5
104622,2,664
104628,0,12
96081,2,29
93833,0,48
91670,2,2163
88065,2,44
91671,2,13
108993,1,5
108992,1,5
108991,1,5
108990,1,1
108996,2,2
108995,1,83
108994,1,5
88219,2,9
1334408,1,2
106179,2,30
106178,2,30
106177,1,2
106176,1,2
106175,2,1
106174,1,2
106173,31,1327
106172,31,1
106171,2,1
106170,1,5
91673,2,2164
102669,0,1
102668,0,10
102666,0,12
102665,0,12
102664,0,3
102663,0,7
102662,1,1
102661,3,2
102660,0,12
112176,1,5
112177,1,2
112174,2,1
112175,1,83
112172,28,250
112173,1,2
112170,2,1
112171,0,12
111474,1,1
92411,15,13
92410,2,14
91675,3,396
111475,1,1
85961,7,2165
85960,7,2165
92416,0,1792
103048,2,217
103049,0,1
103046,1,12
103047,0,12
103040,17,2
103041,2,200
103042,0,10
103043,0,52
86739,0,22
86738,2,2166
100621,1,83
109718,1,5
109719,0,283
100620,0,3
109712,1,5
109713,1,5
109710,1,5
109711,1,59
109716,2,30
109717,1,2
109714,1,83
109715,0,1
100622,1,1
100625,1,3
100624,1,2
100627,2,9
86730,2,2167
100626,2,13
127930,1,2
88328,2,37
88329,0,35
86734,2,2168
100538,2,7
91188,0,22
100535,0,10
100534,2,1
100537,0,407
100536,0,1
100531,0,10
100530,3,1
100533,2,1
100532,2,44
87078,2,44
1498429,0,22
86319,1,5
86318,0,1
86313,0,3
86312,0,22
86310,3,2169
86316,2,1
86314,100,2170
90634,0,51
101374,0,12
101375,0,3
101376,0,12
101377,0,21
101370,0,52
101371,0,97
101372,2,2171
101373,0,3
101378,0,12
101379,2,13
91180,2,1909
85150,4,2172
85151,0,1
85152,2,1429
85153,2,1041
85154,2,1
85155,7,2173
85158,4,2174
